"","NAME","YEAR","TEAM","TIME","DATE","MEETNAME","COURSE"
"3026","Doucette, Braxton","SO-2","Wis.-Eau Claire","27:32.4","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3027","Freske, Payne","FR-1","Wis.-Eau Claire","27:37.5","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3028","Holt, Jarrod","SO-2","Wis.-Eau Claire","28:05.1","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3029","Rauvola, Wyatt","FR-1","Wis.-Eau Claire","28:06.4","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3030","Murray, Joey","FR-1","Wis.-Eau Claire","28:22.5","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3031","McMonagle, Adam","SO-2","Wis.-Eau Claire","28:37.4","October  4, 2019
","Blugold Invitational","
Whitetail Golf Course
Colfax, WI 54702
  "
"3032","Dolan, Connor","JR-3","Wis.-Eau Claire","26:24.8","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3033","Petri, Jacob","JR-3","Wis.-Eau Claire","27:22.7","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3034","Wilson, Bailey","SR-4","Wis.-Eau Claire","27:24.0","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3035","Gross, Sid","SO-2","Wis.-Eau Claire","27:24.2","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3036","Osen, Tyler","FR-1","Wis.-Eau Claire","27:28.9","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3037","Yengo, Zach","SO-2","Wis.-Eau Claire","27:40.8","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3038","Bartz, Jace","SO-2","Wis.-Eau Claire","27:47.4","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3039","Winn, Alex","SR-4","Wis.-Eau Claire","27:51.2","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3040","Michaelson, Cole","FR-1","Wis.-Eau Claire","27:52.6","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3041","Lau, Dan","SO-2","Wis.-Eau Claire","28:02.1","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3042","Guttenberg, Preston","FR-1","Wis.-Eau Claire","28:22.8","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3043","Doucette, Braxton","SO-2","Wis.-Eau Claire","28:26.0","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3044","Haffner, Brett","SO-2","Wis.-Eau Claire","28:49.0","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3045","Benson, Braden","SO-2","Wis.-Eau Claire","28:57.8","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3046","Percival, Alex","JR-3","Wis.-Eau Claire","29:20.0","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3047","Rauvola, Wyatt","FR-1","Wis.-Eau Claire","29:22.1","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3048","Murray, Joey","FR-1","Wis.-Eau Claire","29:56.0","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3049","Freske, Payne","FR-1","Wis.-Eau Claire","30:00.2","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3050","Holt, Jarrod","SO-2","Wis.-Eau Claire","30:54.9","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3051","Redepenning, Harrison","SR-4","Wis.-Eau Claire","DNF","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3052","Wichtendahl, Jackson","SO-2","Wis.-Eau Claire","DNF","September 21, 2019
","St. Olaf Invitational","
St. Olaf College
Northfield, MN 55057
  "
"3053","Kredell, Ryan","FR-1","Haverford","25:05.1","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3054","Buckley, Peter","SO-2","Haverford","25:53.0","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3055","Madden, Conor","SR-4","Haverford","26:03.7","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3056","Bratt, Aaron","FR-1","Haverford","26:07.0","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3057","McCalpin, Sam","SR-4","Haverford","26:11.6","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3058","Brelig, Max","SO-2","Haverford","26:38.2","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3059","Kawakatsu, Hiro","SR-4","Haverford","27:47.5","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3060","Madden, Conor","SR-4","Haverford","25:25.4","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3061","McCalpin, Sam","SR-4","Haverford","25:28.3","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3062","Buckley, Peter","SO-2","Haverford","25:30.8","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3063","Kredell, Ryan","FR-1","Haverford","25:31.7","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3064","Brelig, Max","SO-2","Haverford","25:52.2","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3065","Bratt, Aaron","FR-1","Haverford","26:07.7","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3066","Kawakatsu, Hiro","SR-4","Haverford","26:12.8","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3067","Watt, David","SR-4","Haverford","DNS","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3068","Katz, Matt","JR-3","Haverford","DNS","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3069","Hunter, Jack","JR-3","Haverford","DNS","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3070","Kredell, Ryan","FR-1","Haverford","25:37.3","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3071","McCalpin, Sam","SR-4","Haverford","25:38.5","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3072","Buckley, Peter","SO-2","Haverford","25:55.2","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3073","Madden, Conor","SR-4","Haverford","26:07.3","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3074","Brelig, Max","SO-2","Haverford","26:08.1","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3075","Kawakatsu, Hiro","SR-4","Haverford","26:22.6","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3076","Bratt, Aaron","FR-1","Haverford","26:23.3","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3077","Watt, David","SR-4","Haverford","26:27.0","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3078","Hunter, Jack","JR-3","Haverford","26:49.2","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3079","Katz, Matt","JR-3","Haverford","27:10.9","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3080","Tripeny, Nico","SO-2","Haverford","27:17.2","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3081","Leighninger, Nathaniel","FR-1","Haverford","X","November  02, 2019
","2019 Centennial Conference Championships","
Gettysburg College
Gettysburg, PA 17325
  "
"3082","Ferguson, Charlie","FR-1","Haverford","27:15.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3083","Barker, James","SR-4","Haverford","27:25.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3084","O'Donnell, Ryan","SO-2","Haverford","27:52.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3085","Ditkovsky, Sam","SR-4","Haverford","27:57.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3086","Karlsen, Amos","SO-2","Haverford","28:16.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3087","Perales, Simon","JR-3","Haverford","28:19.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3088","Gaba, Jacob","SO-2","Haverford","28:27.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3089","Scardigno, Nick","FR-1","Haverford","28:37.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3090","Quenemoen, Ryan","FR-1","Haverford","28:46.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3091","Perry, Gene","JR-3","Haverford","28:54.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3092","Hillegas, Will","SR-4","Haverford","28:57.1","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3093","Landsberg, Jacob","JR-3","Haverford","28:59.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3094","Gan, Steve","SR-4","Haverford","29:23.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3095","Mutai, Kennedy","FR-1","Haverford","29:33.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3096","Flannery, Seamus","FR-1","Haverford","29:43.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3097","Riley, Colin","SO-2","Haverford","30:07.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3098","Fanikos, Jack","JR-3","Haverford","30:22.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3099","Kaiser, Scott","SO-2","Haverford","30:32.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3100","Dai, Caesar","FR-1","Haverford","32:31.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3101","Franco, Michael","FR-1","Haverford","33:03.0","November  02, 2019
","2019 Centennial Open","
Gettysburg College
Gettysburg, PA 17325
  "
"3102","Brelig, Max","SO-2","Haverford","25:02.5","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3103","Katz, Matt","JR-3","Haverford","25:11.1","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3104","McCalpin, Sam","SR-4","Haverford","25:23.3","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3105","Madden, Conor","SR-4","Haverford","25:25.1","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3106","Kredell, Ryan","FR-1","Haverford","25:30.6","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3107","Buckley, Peter","SO-2","Haverford","25:30.8","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3108","Bratt, Aaron","FR-1","Haverford","25:32.5","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3109","Watt, David","SR-4","Haverford","25:33.4","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3110","Tripeny, Nico","SO-2","Haverford","26:27.1","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3111","Hunter, Jack","JR-3","Haverford","26:54.8","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3112","Leighninger, Nathaniel","FR-1","Haverford","26:03.7","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3113","Kawakatsu, Hiro","SR-4","Haverford","26:11.1","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3114","Perales, Simon","JR-3","Haverford","26:42.6","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3115","Barker, James","SR-4","Haverford","26:52.4","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3116","O'Donnell, Ryan","SO-2","Haverford","27:02.2","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3117","Karlsen, Amos","SO-2","Haverford","27:21.2","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3118","Kaiser, Scott","SO-2","Haverford","27:34.4","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3119","Gan, Steve","SR-4","Haverford","28:10.3","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3120","Gaba, Jacob","SO-2","Haverford","28:22.4","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3121","Hillegas, Will","SR-4","Haverford","28:27.8","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3122","Ferguson, Charlie","FR-1","Haverford","28:28.5","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3123","Quenemoen, Ryan","FR-1","Haverford","28:32.8","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3124","Fanikos, Jack","JR-3","Haverford","29:13.4","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3125","Franco, Michael","FR-1","Haverford","31:23.6","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3126","Riley, Colin","SO-2","Haverford","DNF","October 19, 2019
","Rowan Inter-regional Border Battle","
DREAM Park
400 US-130
Logan Twp, NJ 08028
  "
"3127","Hunter, Jack","JR-3","Haverford","26:02.5","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3128","Tripeny, Nico","SO-2","Haverford","26:11.5","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3129","Kawakatsu, Hiro","SR-4","Haverford","26:21.8","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3130","Perales, Simon","JR-3","Haverford","26:28.7","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3131","Leighninger, Nathaniel","FR-1","Haverford","26:33.2","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3132","Landsberg, Jacob","JR-3","Haverford","27:17.1","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3133","Ditkovsky, Sam","SR-4","Haverford","27:19.5","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3134","Karlsen, Amos","SO-2","Haverford","27:33.8","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3135","Scardigno, Nick","FR-1","Haverford","27:40.1","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3136","Kaiser, Scott","SO-2","Haverford","28:03.7","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3137","Gaba, Jacob","SO-2","Haverford","28:15.8","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3138","Hillegas, Will","SR-4","Haverford","28:17.1","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3139","Gan, Steve","SR-4","Haverford","28:37.7","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3140","Perry, Gene","JR-3","Haverford","28:48.8","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3141","Kredell, Ryan","FR-1","Haverford","25:15.0","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3142","Brelig, Max","SO-2","Haverford","25:15.9","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3143","Buckley, Peter","SO-2","Haverford","25:38.1","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3144","Katz, Matt","JR-3","Haverford","25:42.4","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3145","McCalpin, Sam","SR-4","Haverford","25:49.0","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3146","Madden, Conor","SR-4","Haverford","25:50.5","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3147","Watt, David","SR-4","Haverford","26:03.3","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3148","Bratt, Aaron","FR-1","Haverford","26:07.9","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3149","Ferguson, Charlie","FR-1","Haverford","26:28.2","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3150","Barker, James","SR-4","Haverford","27:03.1","October  05, 2019
","Lehigh Paul Short Run (College)","
Lehigh
Bethlehem, PA 18015
  "
"3151","Hunter, Jack","JR-3","Haverford","28:53.0","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3152","O'Donnell, Ryan","SO-2","Haverford","29:11.2","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3153","Quenemoen, Ryan","FR-1","Haverford","30:07.8","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3154","Fanikos, Jack","JR-3","Haverford","30:15.9","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3155","Flannery, Seamus","FR-1","Haverford","30:52.0","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3156","Dai, Caesar","FR-1","Haverford","33:01.3","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3157","Franco, Michael","FR-1","Haverford","34:22.5","September 27, 2019
","Dan Talbot Open","
Rose Tree Park
Media, PA 19063
  "
"3158","Galligan, Liam","JR-3","Franciscan (Ohio)","25:05.5","November 23, 2019
","NCAA Division III Cross Country Championships","
E.P. Tom Sawyer Park
Louisville, KY 40203
  "
"3159","Galligan, Liam","JR-3","Franciscan (Ohio)","25:00.5","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3160","Borek, Mark","JR-3","Franciscan (Ohio)","25:42.9","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3161","Daez, Miguel","FR-1","Franciscan (Ohio)","25:54.7","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3162","Crotteau, Matthew","SR-4","Franciscan (Ohio)","27:08.8","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3163","Donovan, Daniel","FR-1","Franciscan (Ohio)","28:15.8","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3164","Kay, Aidan","FR-1","Franciscan (Ohio)","28:19.1","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3165","Sobus, Michael","SO-2","Franciscan (Ohio)","28:38.0","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3166","Ozymy, Ryan","FR-1","Franciscan (Ohio)","DNS","November 16, 2019
","NCAA Division III Mideast Region Cross Country Championships","
Goodman Campus at Lehigh University
Bethlehem, PA 18104
  "
"3167","Syvertson, Easton","JR-3","Franciscan (Ohio)","29:53.6","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3168","Murphy, Matt","SR-4","Franciscan (Ohio)","34:57.3","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3169","Desany, Joseph","FR-1","Franciscan (Ohio)","35:00.5","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3170","Heinholz, Jonathon","SO-2","Franciscan (Ohio)","36:27.6","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3171","Brooks, Riley","SO-2","Franciscan (Ohio)","37:24.1","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3172","Galligan, Liam","JR-3","Franciscan (Ohio)","24:49.7","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3173","Daez, Miguel","FR-1","Franciscan (Ohio)","25:53.0","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3174","Borek, Mark","JR-3","Franciscan (Ohio)","26:00.3","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3175","Crotteau, Matthew","SR-4","Franciscan (Ohio)","26:48.0","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3176","Donovan, Daniel","FR-1","Franciscan (Ohio)","27:31.1","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3177","Kay, Aidan","FR-1","Franciscan (Ohio)","28:26.2","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3178","Sobus, Michael","SO-2","Franciscan (Ohio)","28:33.7","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3179","Ozymy, Ryan","FR-1","Franciscan (Ohio)","29:11.9","October 19, 2019
","Oberlin College Inter-Regional Rumble","
Oberlin College CC Course
Oberlin, OH 44074
  "
"3180","Sobus, Michael","SO-2","Franciscan (Ohio)","30:26.0","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3181","Syvertson, Easton","JR-3","Franciscan (Ohio)","32:30.1","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3182","Murphy, Matt","SR-4","Franciscan (Ohio)","38:00.0","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3183","Desany, Joseph","FR-1","Franciscan (Ohio)","41:09.4","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3184","Brooks, Riley","SO-2","Franciscan (Ohio)","43:34.6","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3185","Galligan, Liam","JR-3","Franciscan (Ohio)","25:26.1","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3186","Daez, Miguel","FR-1","Franciscan (Ohio)","26:33.8","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3187","Borek, Mark","JR-3","Franciscan (Ohio)","27:12.2","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3188","Crotteau, Matthew","SR-4","Franciscan (Ohio)","27:39.9","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3189","Ware, Nathan","SO-2","Franciscan (Ohio)","29:05.3","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3190","Kay, Aidan","FR-1","Franciscan (Ohio)","29:51.7","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3191","Donovan, Daniel","FR-1","Franciscan (Ohio)","30:53.5","September 28, 2019
","All-Ohio Cross Country Championships","
Elvin R King XC Course
Cedarville, OH 45314
  "
"3192","Galligan, Liam","JR-3","Franciscan (Ohio)","25:57.6","September  7, 2019
","Bethany Invitational","
BETHANY, WV
Bethany, WV 26032
  "
"3193","Borek, Mark","JR-3","Franciscan (Ohio)","26:36.8","September  7, 2019
","Bethany Invitational","
BETHANY, WV
Bethany, WV 26032
  "
"3194","Daez, Miguel","FR-1","Franciscan (Ohio)","27:09.4","September  7, 2019
","Bethany Invitational","
BETHANY, WV
Bethany, WV 26032
  "
