"","NAME","YEAR","TEAM","TIME","DATE","MEETNAME","COURSE"
"1484","Rainsby, Graham","SO-2","Middlebury","27:43.7","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1485","Hill, Ben","SR-4","Middlebury","27:45.0","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1486","Meyer, Will","JR-3","Middlebury","27:50.9","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1487","McGaugh, Quin","FR-1","Middlebury","27:54.3","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1488","Whiting, Noah","FR-1","Middlebury","28:09.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1489","Sjogren, Matt","JR-3","Middlebury","28:23.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1490","Hill, Nick","SO-2","Middlebury","28:53.7","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1491","Evans, Nate","JR-3","Middlebury","29:03.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1492","Litowitz, Jack","JR-3","Middlebury","29:05.2","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1493","Tadano, Sawyer","SO-2","Middlebury","29:34.7","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1494","Guth, Jake","SR-4","Middlebury","29:57.9","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1495","Knowlton, Harrison","SR-4","Middlebury","26:29.0","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1496","Meijer, Miles","SR-4","Middlebury","26:31.0","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1497","D'Aquila, Matt","SO-2","Middlebury","26:37.6","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1498","Fleming, Henry","JR-3","Middlebury","26:56.0","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1499","Kessler, Zander","FR-1","Middlebury","27:07.5","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1500","Henderson, Theo","SR-4","Middlebury","27:16.4","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1501","Tarantino, Thomas","SO-2","Middlebury","27:32.1","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1502","Michelson, Andrew","SR-4","Middlebury","27:43.7","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1503","McGaugh, Quin","FR-1","Middlebury","27:45.5","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1504","Meyer, Will","JR-3","Middlebury","27:52.5","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1505","Rainsby, Graham","SO-2","Middlebury","28:00.8","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1506","Litowitz, Jack","JR-3","Middlebury","28:10.4","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1507","Hill, Ben","SR-4","Middlebury","28:21.2","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1508","Hoagland, Liam","FR-1","Middlebury","28:32.3","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1509","Whiting, Noah","FR-1","Middlebury","28:54.3","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1510","Hill, Nick","SO-2","Middlebury","29:07.6","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1511","Sjogren, Matt","JR-3","Middlebury","29:24.3","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1512","Realander, Ethan","SR-4","Middlebury","29:38.8","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1513","Tadano, Sawyer","SO-2","Middlebury","30:38.9","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1514","Guth, Jake","SR-4","Middlebury","30:53.8","September 15, 2018
","2018 Aldrich Cross-Country Run Invitational","
middlebury college
Middlebury, VT 05753
  "
"1515","Mah, Andrew","FR-1","MIT","25:21.5","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1516","Rosenkranz, Josh","SR-4","MIT","25:40.6","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1517","Knapp, Alex","SR-4","MIT","25:52.3","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1518","Gilson, Aidan","SR-4","MIT","25:54.8","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1519","Woltz, Billy","JR-3","MIT","25:56.9","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1520","Derrick, Josh","JR-3","MIT","26:31.8","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1521","Wilson, Ryan","FR-1","MIT","27:37.1","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1522","Mah, Andrew","FR-1","MIT","25:23.7","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1523","Rosenkranz, Josh","SR-4","MIT","25:42.9","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1524","Derrick, Josh","JR-3","MIT","25:54.9","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1525","Woltz, Billy","JR-3","MIT","25:55.6","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1526","Gilson, Aidan","SR-4","MIT","26:11.5","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1527","Knapp, Alex","SR-4","MIT","26:29.7","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1528","Slaney, Kent","SO-2","MIT","27:19.5","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1529","Wilson, Ryan","FR-1","MIT","DNF","November 10, 2018
","NCAA Division III New England Region Cross Country Championships","
Bowdoin (Eastern Deadline)
Brunswick, ME  
  "
"1530","Woltz, Billy","JR-3","MIT","26:13.9","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1531","Mah, Andrew","FR-1","MIT","26:16.6","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1532","Rosenkranz, Josh","SR-4","MIT","26:24.2","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1533","Derrick, Josh","JR-3","MIT","26:31.8","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1534","Knapp, Alex","SR-4","MIT","26:40.6","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1535","Gilson, Aidan","SR-4","MIT","26:48.7","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1536","Slaney, Kent","SO-2","MIT","27:02.0","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1537","Bates, Brian","JR-3","MIT","27:22.5","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1538","Medearis, Nicky","FR-1","MIT","27:22.5","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1539","Jorgensen, Jakob","SO-2","MIT","27:26.4","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1540","Wilson, Ryan","FR-1","MIT","27:32.5","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1541","Oufattole, Nassim","FR-1","MIT","27:43.8","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1542","Weiss, Daniel","SR-4","MIT","27:45.2","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1543","Jacobson-Schulte, Finn","SO-2","MIT","27:52.6","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1544","Goldy, Steven","SO-2","MIT","27:54.1","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1545","Nguyen, Alec","FR-1","MIT","29:24.4","October 27, 2018
","2018 NEWMAC Cross Country Championship","
Smith College
Northampton, MA 1060
  "
"1546","Woltz, Billy","JR-3","MIT","26:01.2","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1547","Derrick, Josh","JR-3","MIT","26:05.6","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1548","Rosenkranz, Josh","SR-4","MIT","26:12.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1549","Mah, Andrew","FR-1","MIT","26:24.7","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1550","Wilson, Ryan","FR-1","MIT","26:46.1","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1551","Gilson, Aidan","SR-4","MIT","26:54.3","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1552","Medearis, Nicky","FR-1","MIT","27:08.9","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1553","Slaney, Kent","SO-2","MIT","27:08.5","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1554","Weiss, Daniel","SR-4","MIT","27:24.6","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1555","Oufattole, Nassim","FR-1","MIT","28:26.1","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1556","Mah, Andrew","FR-1","MIT","25:15.7","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1557","Woltz, Billy","JR-3","MIT","25:32.3","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1558","Rosenkranz, Josh","SR-4","MIT","25:41.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1559","Johnson, Zach","FR-1","MIT","25:46.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1560","Derrick, Josh","JR-3","MIT","25:52.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1561","Medearis, Nicky","FR-1","MIT","26:12.3","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1562","Gilson, Aidan","SR-4","MIT","26:27.4","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1563","Wilson, Ryan","FR-1","MIT","26:13.5","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1564","Slaney, Kent","SO-2","MIT","26:38.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1565","Weiss, Daniel","SR-4","MIT","26:43.0","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1566","Jacobson-Schulte, Finn","SO-2","MIT","26:44.2","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1567","Jorgensen, Jakob","SO-2","MIT","26:45.3","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1568","Oufattole, Nassim","FR-1","MIT","27:01.3","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1569","Nguyen, Alec","FR-1","MIT","27:40.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1570","Bates, Brian","JR-3","MIT","27:53.6","October  06, 2018
","NEICAAA Cross Country Championship","
Franklin Park
Boston, MA 02122
  "
"1571","Rosenkranz, Josh","SR-4","MIT","26:25.5","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1572","Woltz, Billy","JR-3","MIT","26:38.2","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1573","Johnson, Zach","FR-1","MIT","26:39.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1574","Mah, Andrew","FR-1","MIT","26:42.2","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1575","Derrick, Josh","JR-3","MIT","27:03.3","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1576","Medearis, Nicky","FR-1","MIT","27:15.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1577","Gilson, Aidan","SR-4","MIT","27:36.6","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1578","Slaney, Kent","SO-2","MIT","27:39.5","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1579","Oufattole, Nassim","FR-1","MIT","27:52.5","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1580","Bates, Brian","JR-3","MIT","28:03.5","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1581","Wilson, Ryan","FR-1","MIT","28:08.1","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1582","Jorgensen, Jakob","SO-2","MIT","28:11.4","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1583","Nguyen, Alec","FR-1","MIT","28:15.8","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1584","Jacobson-Schulte, Finn","SO-2","MIT","28:19.5","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1585","Knapp, Alex","SR-4","MIT","28:27.0","September 22, 2018
","Purple Valley XC Invite","
Mt. Greylock High School
MT GREYLOCK REGIONAL HIGH SCHOOL
WILLIAMSTOWN, MA 
  "
"1586","Freyaldenhoven, Toler","JR-3","Rhodes","24:58.0","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1587","Fields, Spencer","SR-4","Rhodes","25:28.3","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1588","Voehler, Dominic","SR-4","Rhodes","25:40.3","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1589","Hearn, Adam","SR-4","Rhodes","25:56.7","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1590","Stevens, Reece","SR-4","Rhodes","26:36.6","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1591","Freeman, Benjamin","JR-3","Rhodes","27:12.8","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1592","Briant, Jared","FR-1","Rhodes","27:27.7","November 17, 2018
","NCAA Division III Cross Country Championships","
Lake Breeze Golf Club
Winneconne, WI 54902
  "
"1593","Freyaldenhoven, Toler","JR-3","Rhodes","25:44.0","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1594","Voehler, Dominic","SR-4","Rhodes","25:59.5","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1595","Hearn, Adam","SR-4","Rhodes","25:59.8","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1596","Fields, Spencer","SR-4","Rhodes","26:14.7","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1597","Stevens, Reece","SR-4","Rhodes","27:04.8","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1598","Briant, Jared","FR-1","Rhodes","27:28.9","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1599","Hazelwood, Ben","FR-1","Rhodes","27:41.5","November 10, 2018
","NCAA Division III South/Southeast Region Cross Country Championships","
Berry College
Rome, GA 30066
  "
"1600","Freyaldenhoven, Toler","JR-3","Rhodes","25:15.4","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1601","Fields, Spencer","SR-4","Rhodes","25:25.0","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1602","Voehler, Dominic","SR-4","Rhodes","25:34.3","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1603","Hearn, Adam","SR-4","Rhodes","25:44.4","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1604","Stevens, Reece","SR-4","Rhodes","26:33.3","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1605","Freeman, Benjamin","JR-3","Rhodes","26:50.5","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1606","Hazelwood, Ben","FR-1","Rhodes","26:51.9","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1607","Briant, Jared","FR-1","Rhodes","27:21.9","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1608","Jackson, Kris","SO-2","Rhodes","27:50.7","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1609","Raines, Will","SR-4","Rhodes","28:07.8","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1610","Griffith, Ben","JR-3","Rhodes","28:26.9","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1611","Ellenberger, Mark","FR-1","Rhodes","28:30.6","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1612","McTaggart, Alex","SR-4","Rhodes","28:54.4","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1613","Fusco, Brendan","FR-1","Rhodes","29:01.4","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1614","Tiemann, Jacob","JR-3","Rhodes","29:32.3","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1615","Wright, Calum","SR-4","Rhodes","29:34.8","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1616","Dewitt, Harry","JR-3","Rhodes","DNF","October 27, 2018
","2018 Southern Athletic Association Cross Country Championships","
Rhodes' Shelby Farms Course
Memphis, TN 38112
  "
"1617","Freyaldenhoven, Toler","JR-3","Rhodes","25:33.2","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1618","Voehler, Dominic","SR-4","Rhodes","25:54.9","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1619","Hearn, Adam","SR-4","Rhodes","26:03.3","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1620","Fields, Spencer","SR-4","Rhodes","26:23.8","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1621","Freeman, Benjamin","JR-3","Rhodes","27:19.9","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1622","Stevens, Reece","SR-4","Rhodes","27:32.2","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1623","Briant, Jared","FR-1","Rhodes","28:12.6","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1624","Hazelwood, Ben","FR-1","Rhodes","28:20.5","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1625","Raines, Will","SR-4","Rhodes","28:44.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1626","Jackson, Kris","SO-2","Rhodes","29:06.2","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1627","Dewitt, Harry","JR-3","Rhodes","29:19.1","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1628","Griffith, Ben","JR-3","Rhodes","29:20.9","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1629","Wright, Calum","SR-4","Rhodes","29:33.4","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1630","Fusco, Brendan","FR-1","Rhodes","29:55.7","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1631","Ellenberger, Mark","FR-1","Rhodes","30:02.8","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1632","Tiemann, Jacob","JR-3","Rhodes","30:10.6","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1633","McTaggart, Alex","SR-4","Rhodes","30:11.8","October 13, 2018
","KollegeTown Pre National Meet","
 Lake Breeze Golf Club
 Winneconne,   WI 12345
  "
"1634","Freyaldenhoven, Toler","JR-3","Rhodes","24:36.7","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1635","Voehler, Dominic","SR-4","Rhodes","25:23.4","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1636","Fields, Spencer","SR-4","Rhodes","25:29.7","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1637","Hearn, Adam","SR-4","Rhodes","25:32.7","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1638","Stevens, Reece","SR-4","Rhodes","25:54.3","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1639","Freeman, Benjamin","JR-3","Rhodes","25:57.8","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1640","Briant, Jared","FR-1","Rhodes","27:21.1","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1641","Hazelwood, Ben","FR-1","Rhodes","27:35.8","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1642","Raines, Will","SR-4","Rhodes","28:11.8","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1643","Jackson, Kris","SO-2","Rhodes","28:17.9","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
"1644","Dewitt, Harry","JR-3","Rhodes","28:20.2","September 29, 2018
","Louisville Classic","
E.P. Tom Sawyer Park
Louisville, KY 40241
  "
